//가이드와 스페셜 퀘스트의 챕터, 제목, 받을때, 진행중, 완료 대사를 입력하며 공통으로 받을 때 에러용 대사가 준비되어야 한다.				
//QuestStringIndex	QuestString	StringType	Quest Index	//QuestChapter
1311	척후 부대에서 보내온 정보에 의하면 그곳의 하급 몬스터들이 말썽이라고 합니다. 그래서 그곳들의 몬스터 퇴치를 의뢰하려고 합니다. Could you take over this task? (161~165레벨)	2	474	//18
1312	데비아스 4지역으로 가시면 설인들의 우두머리들이 보이실 겁니다. 설인대장 50마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	3	474	//18
1313	You are stepping forward as a true warrior. 	4	474	//18
1314	데비아스 4지역으로 가시면 설인들의 우두머리들이 보이실 겁니다. 설인대장 50마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	5	474	//18
1315	Continuing Requests for Help(2)	1	475	//18
1316	척후 부대에서 의뢰를 부탁했습니다.  하급 몬스터를 관리하는 상위 몬스터들을 퇴치하면 부대운영에 도움이 될 것 같다고 합니다. 그곳들의 몬스터 퇴치해주십시오. Could you take over this task? (166~170레벨)	2	475	//18
1317	로스트 타워 1층~2층으로 가시면 사념의 집합체이면서 독을 품은 포이즌 쉐도우들이 보이실 겁니다. 포이즌 쉐도우 50마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	3	475	//18
1318	You are stepping forward as a true warrior. 	4	475	//18
1319	로스트 타워 1층~2층으로 가시면 사념의 집합체이면서 독을 품은 포이즌 쉐도우들이 보이실 겁니다. 포이즌 쉐도우 50마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	5	475	//18
1320	Continuing Requests for Help(2)	1	476	//18
1321	척후 부대에서 의뢰를 부탁했습니다.  하급 몬스터를 관리하는 상위 몬스터들을 퇴치하면 부대운영에 도움이 될 것 같다고 합니다. 그곳들의 몬스터 퇴치해주십시오. Could you take over this task? (166~170레벨)	2	476	//18
1322	엘베란드 3지역(179, 81)으로 가시면 난폭한 털북숭이들이 보이실 겁니다.  괴수 우씨 50마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	3	476	//18
1323	You are stepping forward as a true warrior. 	4	476	//18
1324	엘베란드 3지역(179, 81)으로 가시면 난폭한 털북숭이들이 보이실 겁니다.  괴수 우씨 50마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	5	476	//18
1325	Continuing Requests for Help(3)	1	477	//18
1326	척후 부대의 상태가 한결 좋아졌다고 합니다. 대장님을 대신해 감사의 인사를 드립니다. 하지만 아직도 정찰을 방해하는 몬스터들이 출몰한다고 합니다. 이전의 몬스터들보다 상위의 몬스터여서 여간 어려움을 겪는 것이 아니라고 합니다. 그래서 그곳들의 몬스터 퇴치를 의뢰하려고 합니다. Could you take over this task? (171~179레벨)	2	477	//18
1327	로스트 타워 2층~3층으로 가시면 악으로 타락한 저주받은 법사들이 보이실 겁니다. 저주받은 법사 50마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	3	477	//18
1328	You are stepping forward as a true warrior. 	4	477	//18
1329	로스트 타워 2층~3층으로 가시면 악으로 타락한 저주받은 법사들이 보이실 겁니다. 저주받은 법사 50마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	5	477	//18
1330	Continuing Requests for Help(3)	1	478	//18
1331	척후 부대의 상태가 한결 좋아졌다고 합니다. 대장님을 대신해 감사의 인사를 드립니다. 하지만 아직도 정찰을 방해하는 몬스터들이 출몰한다고 합니다. 이전의 몬스터들보다 상위의 몬스터여서 여간 어려움을 겪는 것이 아니라고 합니다. 그래서 그곳들의 몬스터 퇴치를 의뢰하려고 합니다. Could you take over this task? (171~179레벨)	2	478	//18
1332	엘베란드 3지역(203, 37)으로 가시면 난폭한 털북숭이들의 대장들이 보이실 겁니다. 괴수우씨 대장 50마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	3	478	//18
1333	You are stepping forward as a true warrior. 	4	478	//18
1334	엘베란드 3지역(203, 37)으로 가시면 난폭한 털북숭이들의 대장들이 보이실 겁니다. 괴수우씨 대장 50마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	5	478	//18
1335	Continuing Requests for Help(4)	1	479	//18
1336	척후 부대에서 정찰 조를 덮치는 몬스터의 출현해서 어려움을 겪고 있다고 합니다. 그래서 그곳들의 몬스터 퇴치를 의뢰하려고 합니다. Could you take over this task? (180~189레벨)	2	479	//18
1337	로스트 타워 3층~4층으로 가시면 악의 기운을 뿌리는 데쓰 카우들이 보이실 겁니다. 데쓰 카우 50마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	3	479	//18
1338	You are stepping forward as a true warrior. 	4	479	//18
1339	로스트 타워 3층~4층으로 가시면 악의 기운을 뿌리는 데쓰 카우들이 보이실 겁니다. 데쓰 카우 50마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	5	479	//18
1340	Continuing Requests for Help(4)	1	480	//18
1341	척후 부대에서 정찰 조를 덮치는 몬스터의 출현해서 어려움을 겪고 있다고 합니다. 그래서 그곳들의 몬스터 퇴치를 의뢰하려고 합니다. Could you take over this task? (180~189레벨)	2	480	//18
1342	로스트 타워 1층으로 가시면 사념의 집합체인 쉐도우들이 보이실 겁니다. 쉐도우 50마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	3	480	//18
1343	You are stepping forward as a true warrior. 	4	480	//18
1344	로스트 타워 1층으로 가시면 사념의 집합체인 쉐도우들이 보이실 겁니다. 쉐도우 50마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	5	480	//18
1345	Continuing Attacks on Barriers(1)	1	481	//18
1346	로스트 타워의 기운을 억제하기 위한 결계를 지속적으로 공격하는 몬스터 부대가 출현했다고 합니다. 그 중에서 데빌과 저주받은 법사들이 마법으로 결계에 직접적으로 영향을 준다고 합니다. 이 몬스터들을 퇴치해주시겠습니까? (191~199레벨)	2	481	//18
1347	로스트 타워 4층~6층으로 가시면 악의 마법을 쓰는 데빌들이 보이실 겁니다. 데빌 50마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	3	481	//18
1348	You are stepping forward as a true warrior. 	4	481	//18
1349	로스트 타워 4층~6층으로 가시면 악의 마법을 쓰는 데빌들이 보이실 겁니다. 데빌 50마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	5	481	//18
1350	Continuing Attacks on Barriers(1)	1	482	//18
1351	로스트 타워의 기운을 억제하기 위한 결계를 지속적으로 공격하는 몬스터 부대가 출현했다고 합니다. 그 중에서 데빌과 저주받은 법사들이 마법으로 결계에 직접적으로 영향을 준다고 합니다. 이 몬스터들을 퇴치해주시겠습니까? (191~199레벨)	2	482	//18
1352	로스트 타워 2층~3층으로 가시면 악으로 타락한 저주받은 법사들이 보이실 겁니다. 저주받은 법사 50마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	3	482	//18
1353	You are stepping forward as a true warrior. 	4	482	//18
1354	로스트 타워 2층~3층으로 가시면 악으로 타락한 저주받은 법사들이 보이실 겁니다. 저주받은 법사 50마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	5	482	//18
1355	Continuing Attacks on Barriers(2)	1	483	//18
1356	로스트 타워의 결계에 직접적인 영향을 주던 몬스터는 어느 정도 사라졌지만 그들을 조종하는 상급 몬스터들이 물리적인 힘으로 결계에 영향을 준다고 합니다. 이 몬스터들을 퇴치해주시겠습니까? (200~209레벨)	2	483	//18
1357	로스트 타워 5층~6층으로 가시면 악에서 탄생한 데쓰나이트들이 보이실 겁니다. 데쓰나이트 50마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	3	483	//18
1358	You are stepping forward as a true warrior. 	4	483	//18
1359	로스트 타워 5층~6층으로 가시면 악에서 탄생한 데쓰나이트들이 보이실 겁니다. 데쓰나이트 50마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	5	483	//18
1360	Continuing Attacks on Barriers(2)	1	484	//18
1361	로스트 타워의 결계에 직접적인 영향을 주던 몬스터는 어느 정도 사라졌지만 그들을 조종하는 상급 몬스터들이 물리적인 힘으로 결계에 영향을 준다고 합니다. 이 몬스터들을 퇴치해주시겠습니까? (200~209레벨)	2	484	//18
1362	로스트 타워 3층~4층으로 가시면 악의 기운을 뿌리는 데쓰 카우들이 보이실 겁니다. 데쓰 카우 50마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	3	484	//18
1363	You are stepping forward as a true warrior. 	4	484	//18
1364	로스트 타워 3층~4층으로 가시면 악의 기운을 뿌리는 데쓰 카우들이 보이실 겁니다. 데쓰 카우 50마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	5	484	//18
1365	Continuing Attacks on Barriers(3)	1	485	//18
1366	로스트 타워의 결계가 어느 정도 안정화 되었다고 합니다. 하지만 아직 몬스터 부대의 상위 몬스터들이 호시탐탐 기회를 노리고 있다고 합니다. 이 몬스터들을 퇴치해주시겠습니까? (210~219레벨)	2	485	//18
1367	로스트 타워 7층으로 가시면 죽음으로 더욱 강해진 데쓰고르곤들이 보이실 겁니다. 데쓰고르곤 60마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	3	485	//18
1368	You are stepping forward as a true warrior. 	4	485	//18
1369	로스트 타워 7층으로 가시면 죽음으로 더욱 강해진 데쓰고르곤들이 보이실 겁니다. 데쓰고르곤 60마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	5	485	//18
1370	Continuing Attacks on Barriers(3)	1	486	//18
1371	로스트 타워의 결계가 어느 정도 안정화 되었다고 합니다. 하지만 아직 몬스터 부대의 상위 몬스터들이 호시탐탐 기회를 노리고 있다고 합니다. 이 몬스터들을 퇴치해주시겠습니까? (210~219레벨)	2	486	//18
1372	로스트 타워 4층~6층으로 가시면 악의 마법을 쓰는 데빌들이 보이실 겁니다. 데빌 60마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	3	486	//18
1373	You are stepping forward as a true warrior. 	4	486	//18
1374	로스트 타워 4층~6층으로 가시면 악의 마법을 쓰는 데빌들이 보이실 겁니다. 데빌 60마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	5	486	//18
1375	Clearing a Path to Icarus - 일회성	1	487	//18
1376	로스트 타워 최상층을 통해서 진입이 가능한 이카루스라는 곳이 있습니다. 여행자님이 비행능력이 있다면 진입이 가능합니다. 그런데 얼마 전부터 이 이카루스의 진입을 방해하는 부대를 조직하는 몬스터들이 나타났다고 합니다. 이 몬스터들을 퇴치해주시겠습니까? (220~229레벨)	2	487	//18
1377	로스트 타워 5층~6층으로 가시면 악에서 탄생한 데쓰나이트들이 보이실 겁니다. 데쓰나이트 60마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	3	487	//18
1378	You are stepping forward as a true warrior. 	4	487	//18
1379	로스트 타워 5층~6층으로 가시면 악에서 탄생한 데쓰나이트들이 보이실 겁니다. 데쓰나이트 60마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	5	487	//18
1380	Clearing a Path to Icarus - 일회성	1	488	//18
1381	로스트 타워 최상층을 통해서 진입이 가능한 이카루스라는 곳이 있습니다. 여행자님이 비행능력이 있다면 진입이 가능합니다. 그런데 얼마 전부터 이 이카루스의 진입을 방해하는 부대를 조직하는 몬스터들이 나타났다고 합니다. 이 몬스터들을 퇴치해주시겠습니까? (220~229레벨)	2	488	//18
1382	로스트 타워 5층~6층으로 가시면 악에서 탄생한 데쓰나이트들이 보이실 겁니다. 데쓰나이트 60마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	3	488	//18
1383	You are stepping forward as a true warrior. 	4	488	//18
1384	로스트 타워 5층~6층으로 가시면 악에서 탄생한 데쓰나이트들이 보이실 겁니다. 데쓰나이트 60마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	5	488	//18
1385	Clearing a Path to Icarus	1	489	//18
1386	로스트 타워 최상층을 통해서 진입이 가능한 이카루스라는 곳이 있습니다. 여행자님이 비행능력이 있다면 진입이 가능합니다. 그런데 얼마 전부터 이 이카루스의 진입을 방해하는 부대를 조직하는 몬스터들이 나타났다고 합니다. 이 몬스터들을 퇴치해주시겠습니까? (220~229레벨)	2	489	//18
1387	로스트 타워 5층~6층으로 가시면 악에서 탄생한 데쓰나이트들이 보이실 겁니다. 데쓰나이트 60마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	3	489	//18
1388	You are stepping forward as a true warrior. 	4	489	//18
1389	로스트 타워 5층~6층으로 가시면 악에서 탄생한 데쓰나이트들이 보이실 겁니다. 데쓰나이트 60마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	5	489	//18
1390	Clearing a Path to Icarus	1	490	//18
1391	로스트 타워 최상층을 통해서 진입이 가능한 이카루스라는 곳이 있습니다. 여행자님이 비행능력이 있다면 진입이 가능합니다. 그런데 얼마 전부터 이 이카루스의 진입을 방해하는 부대를 조직하는 몬스터들이 나타났다고 합니다. 이 몬스터들을 퇴치해주시겠습니까? (220~229레벨)	2	490	//18
1392	로스트 타워 5층~6층으로 가시면 악에서 탄생한 데쓰나이트들이 보이실 겁니다. 데쓰나이트 60마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	3	490	//18
1393	You are stepping forward as a true warrior. 	4	490	//18
1394	로스트 타워 5층~6층으로 가시면 악에서 탄생한 데쓰나이트들이 보이실 겁니다. 데쓰나이트 60마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	5	490	//18
1395	Advancement of the Reconnaissance Party(1) - 일회성	1	491	//18
1396	척후 부대가 진출하지 못한 곳 중 하나가 사막인 타르칸 입니다. 진출하지 못한 이유는 그 곳의 척박한 환경도 한몫하고 있지만 무엇보다 돌연변이 뮤턴트들때문입니다. 척후 부대의 진출에 도움이 될 수 있도록 뮤턴트들을 퇴치해주시겠습니까?(230~234레벨)	2	491	//18
1397	타르칸 1지역으로 가시면 등에 거대한 도끼날을 붙이고 다니는 뮤턴트들이 보이실 겁니다. 뮤턴트 60마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	3	491	//18
1398	You are stepping forward as a true warrior. 	4	491	//18
1399	타르칸 1지역으로 가시면 등에 거대한 도끼날을 붙이고 다니는 뮤턴트들이 보이실 겁니다. 뮤턴트 60마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	5	491	//18
1400	Advancement of the Reconnaissance Party(1)	1	492	//18
1401	척후 부대가 진출하지 못한 곳 중 하나가 사막인 타르칸 입니다. 진출하지 못한 이유는 그 곳의 척박한 환경도 한몫하고 있지만 무엇보다 돌연변이 뮤턴트들때문입니다. 척후 부대의 진출에 도움이 될 수 있도록 뮤턴트들을 퇴치해주시겠습니까?(230~234레벨)	2	492	//18
1402	타르칸 1지역으로 가시면 등에 거대한 도끼날을 붙이고 다니는 뮤턴트들이 보이실 겁니다. 뮤턴트 60마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	3	492	//18
1403	You are stepping forward as a true warrior. 	4	492	//18
1404	타르칸 1지역으로 가시면 등에 거대한 도끼날을 붙이고 다니는 뮤턴트들이 보이실 겁니다. 뮤턴트 60마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	5	492	//18
1405	Advancement of the Reconnaissance Party(2) - 일회성	1	493	//18
1406	척후 부대의 진출은 성공적으로 이루어 졌지만 뮤턴트의 상위 몬스터인 블러디울프가 척후 부대원들을 지속적으로 공격하고 있다고 합니다. 이 블러디울프의 퇴치를 의뢰하려고 하는데...Could you take over this task?(235~239레벨)	2	493	//18
1407	타르칸 1지역으로 가시면 죽음의 냄새를 풍기는 블러디울프들이 보이실 겁니다. 블러디울프 60마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	3	493	//18
1408	You are stepping forward as a true warrior. 	4	493	//18
1409	타르칸 1지역으로 가시면 죽음의 냄새를 풍기는 블러디울프들이 보이실 겁니다. 블러디울프 60마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	5	493	//18
1410	Advancement of the Reconnaissance Party(2)	1	494	//18
1411	척후 부대의 진출은 성공적으로 이루어 졌지만 뮤턴트의 상위 몬스터인 블러디울프가 척후 부대원들을 지속적으로 공격하고 있다고 합니다. 이 블러디울프의 퇴치를 의뢰하려고 하는데...Could you take over this task?(235~239레벨)	2	494	//18
1412	타르칸 1지역으로 가시면 죽음의 냄새를 풍기는 블러디울프들이 보이실 겁니다. 블러디울프 60마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	3	494	//18
1413	You are stepping forward as a true warrior. 	4	494	//18
1414	타르칸 1지역으로 가시면 죽음의 냄새를 풍기는 블러디울프들이 보이실 겁니다. 블러디울프 60마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	5	494	//18
1415	Advancement of the Reconnaissance Party(3) - 일회성	1	495	//18
1416	몬스터들의 행동이 심상치 않습니다. 블러디울프의 상위 몬스터인 아이언휠이 무엇인가를 꾸미고 있는 것 같습니다. 이 아이언휠의 퇴치를 의뢰하려고 하는데...Could you take over this task?(240~244레벨)	2	495	//18
1417	타르칸 1지역과 2지역 사이에 모험자를 노리는 암살자인 아이언휠들이 보이실 겁니다. 아이언휠 60마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	3	495	//18
1418	You are stepping forward as a true warrior. 	4	495	//18
1419	타르칸 1지역과 2지역 사이에 모험자를 노리는 암살자인 아이언휠들이 보이실 겁니다. 아이언휠 60마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	5	495	//18
1420	Advancement of the Reconnaissance Party(3)	1	496	//18
1421	몬스터들의 행동이 심상치 않습니다. 블러디울프의 상위 몬스터인 아이언휠이 무엇인가를 꾸미고 있는 것 같습니다. 이 아이언휠의 퇴치를 의뢰하려고 하는데...Could you take over this task?(240~244레벨)	2	496	//18
1422	타르칸 1지역과 2지역 사이에 모험자를 노리는 암살자인 아이언휠들이 보이실 겁니다. 아이언휠 60마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	3	496	//18
1423	You are stepping forward as a true warrior. 	4	496	//18
1424	타르칸 1지역과 2지역 사이에 모험자를 노리는 암살자인 아이언휠들이 보이실 겁니다. 아이언휠 60마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	5	496	//18
1425	Road to Floating Castle(1) - 일회성	1	497	//18
1426	천공성으로 가는 길목의 이카루스에서 가장 성가신 존재는 알카모스가 아닐까 합니다. 알카모스의 스타더스트는 부대에 적지 않은 피해를 입히고 있다고 합니다. 척후 부대의 진출에 도움이 될 수 있도록 알카모스들을 퇴치해주시겠습니까?(245~249레벨)	2	497	//18
1427	이카루스로 가시면 스타 더스트를 날리는 알카모스들이 보이실 겁니다. 알카모스 80마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	3	497	//18
1428	You are stepping forward as a true warrior. 	4	497	//18
1429	이카루스로 가시면 스타 더스트를 날리는 알카모스들이 보이실 겁니다. 알카모스 80마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	5	497	//18
1430	Road to Floating Castle(1)	1	498	//18
1431	천공성으로 가는 길목의 이카루스에서 가장 성가신 존재는 알카모스가 아닐까 합니다. 알카모스의 스타더스트는 부대에 적지 않은 피해를 입히고 있다고 합니다. 척후 부대의 진출에 도움이 될 수 있도록 알카모스들을 퇴치해주시겠습니까?(245~249레벨)	2	498	//18
1432	이카루스로 가시면 스타 더스트를 날리는 알카모스들이 보이실 겁니다. 알카모스 80마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	3	498	//18
1433	You are stepping forward as a true warrior. 	4	498	//18
1434	이카루스로 가시면 스타 더스트를 날리는 알카모스들이 보이실 겁니다. 알카모스 80마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	5	498	//18
1435	Road to Floating Castle(2) - 일회성	1	499	//18
1436	이카루스에서 알카모스의 상급 몬스터인 메가 크러스트들이 무엇인가 꾸미고 있다고 합니다. 아무래도 그것으로 인해 척후 부대의 피해가 발생할 것 같습니다. 메가 크러스트들을 퇴치해주시겠습니까?(250~254레벨)	2	499	//18
1437	메가 크러스트가 줄어들지 않아 척후 부대의 피해가 아직 있다고 합니다. 지속적인 메가 크러스트의 퇴치를 맡아주시겠습니까?(250~254레벨)	3	499	//18
1438	You are stepping forward as a true warrior. 	4	499	//18
1439	메가 크러스트가 줄어들지 않아 척후 부대의 피해가 아직 있다고 합니다. 지속적인 메가 크러스트의 퇴치를 맡아주시겠습니까?(250~254레벨)	5	499	//18
1440	Road to Floating Castle(2)	1	500	//18
1441	이카루스에서 알카모스의 상급 몬스터인 메가 크러스트들이 무엇인가 꾸미고 있다고 합니다. 아무래도 그것으로 인해 척후 부대의 피해가 발생할 것 같습니다. 메가 크러스트들을 퇴치해주시겠습니까?(250~254레벨)	2	500	//18
1442	메가 크러스트가 줄어들지 않아 척후 부대의 피해가 아직 있다고 합니다. 지속적인 메가 크러스트의 퇴치를 맡아주시겠습니까?(250~254레벨)	3	500	//18
1443	You are stepping forward as a true warrior. 	4	500	//18
1444	메가 크러스트가 줄어들지 않아 척후 부대의 피해가 아직 있다고 합니다. 지속적인 메가 크러스트의 퇴치를 맡아주시겠습니까?(250~254레벨)	5	500	//18
1445	Road to Floating Castle(3) - 일회성	1	501	//18
1446	천공성의 진입이 쉽지 않은 것은 아무래도 퀸 레이너들의 소행인듯 싶습니다. 퀸 레이너들이 메가크러스트와 알카모스를 배후에서 조정하는 것 같습니다. 이 퀸 레이너의 퇴치를 의뢰하려고 하는데...Could you take over this task?(255~259레벨)	2	501	//18
1447	이카루스로 가시면 죽음의 기운을 아름다움으로 감춘 퀸 레이너들이 보이실 겁니다. 이 퀸 레이너 80마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	3	501	//18
1448	You are stepping forward as a true warrior. 	4	501	//18
1449	이카루스로 가시면 죽음의 기운을 아름다움으로 감춘 퀸 레이너들이 보이실 겁니다. 이 퀸 레이너 80마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	5	501	//18
1450	Road to Floating Castle(3)	1	502	//18
1451	천공성의 진입이 쉽지 않은 것은 아무래도 퀸 레이너들의 소행인듯 싶습니다. 퀸 레이너들이 메가크러스트와 알카모스를 배후에서 조정하는 것 같습니다. 이 퀸 레이너의 퇴치를 의뢰하려고 하는데...Could you take over this task?(255~259레벨)	2	502	//18
1452	이카루스로 가시면 죽음의 기운을 아름다움으로 감춘 퀸 레이너들이 보이실 겁니다. 이 퀸 레이너 80마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	3	502	//18
1453	You are stepping forward as a true warrior. 	4	502	//18
1454	이카루스로 가시면 죽음의 기운을 아름다움으로 감춘 퀸 레이너들이 보이실 겁니다. 이 퀸 레이너 80마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	5	502	//18
1455	Kundun's Watcher (1)	1	503	//18
1456	쉐도우 팬텀 부대에서는 Kundun's Watcher로 이루어진 부대에서 중요한 보급품이 부족하다고 합니다. 도움을 주시면 큰 보상이 걸려 있는 임무를 맡을 수 있도록 해드리고 있습니다. Could you take over this task?(260레벨~289레벨)	2	503	//18
1457	잠시만 기다려주십시오. 여행자님에게 알맞은 임무를 찾아오겠습니다. 	2	503	//18
1458	타르칸 사막에서 주둔하는 쉐도우 팬텀 부대원들이 습격을 받는 일이 빈번하게 발생하고 있다고 합니다. 타르칸으로 가셔서 몬스터 100마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	2	503	//18
1459	타르칸맵 몬스터 100마리를 퇴치하시고 저에게 오시면 다음 임무 드리겠습니다.	3	503	//18
1460	도움에 감사를 드리며 다음 임무를 드리겠습니다.	4	503	//18
1461	타르칸맵 몬스터 100마리를 퇴치하시고 저에게 오시면 랜덤한 보상 중 한 가지를 드리겠습니다.	5	503	//18
1462	Shadow Phantom Soldier request (2)	1	504	//18
1463	쉐도우 팬텀 부대에서는 Kundun's Watcher로 이루어진 부대에서 중요한 보급품이 부족하다고 합니다. 도움을 주시면 큰 보상이 걸려 있는 임무를 맡을 수 있도록 해드리고 있습니다. Could you take over this task?(260레벨~289레벨)	2	504	//18
1464	잠시만 기다려주십시오. 여행자님에게 알맞은 임무를 찾아오겠습니다. 	2	504	//18
1465	타르칸 사막에서 주둔하는 쉐도우 팬텀 부대원들 무기가 부족합니다. "부활의 지팡이" 아이템을 구해 저에게 오시면 다음 임무 드리겠습니다.	2	504	//18
1466	"부활의 지팡이" 아이템을 구해 오시면 랜덤한 보상 중 한 가지를 드리겠습니다.	3	504	//18
1467	도움에 감사를 드리며 다음 임무를 드리겠습니다.	4	504	//18
1468	"부활의 지팡이" 아이템을 구해 오시면 랜덤한 보상 중 한 가지를 드리겠습니다.	5	504	//18
1469	Shadow Phantom Soldier request (Reward)	1	505	//18
1470	쉐도우 팬텀 부대에서는 Kundun's Watcher로 이루어진 부대에서 중요한 보급품이 부족하다고 합니다. 도움을 주시면 큰 보상이 걸려 있는 임무를 맡을 수 있도록 해드리고 있습니다. Could you take over this task?(260레벨~289레벨)	2	505	//18
1471	잠시만 기다려주십시오. 여행자님에게 알맞은 임무를 찾아오겠습니다. 	2	505	//18
1472	타르칸 사막에서 주둔하는 쉐도우 팬텀 부대원들 탑승물이 부족합니다. "유니리아의뿔" 아이템을 구해 오시면 보상을 드리겠습니다.	2	505	//18
1473	"유니리아의뿔" 아이템을 구해 오시면 랜덤한 보상 중 한 가지를 드리겠습니다.	3	505	//18
1474	도움에 감사를 드리며 랜덤한 보상중 한가지를 드리겠습니다.	4	505	//18
1475	"유니리아의뿔" 아이템을 구해 오시면 랜덤한 보상 중 한 가지를 드리겠습니다.	5	505	//18
1476	Kundun's Watcher (1)	1	506	//18
1477	쉐도우 팬텀 부대에서는 Kundun's Watcher로 이루어진 부대에서 중요한 보급품이 부족하다고 합니다. 도움을 주시면 큰 보상이 걸려 있는 임무를 맡을 수 있도록 해드리고 있습니다. Could you take over this task?(290레벨~319레벨)	2	506	//18
1478	잠시만 기다려주십시오. 여행자님에게 알맞은 임무를 찾아오겠습니다. 	2	506	//18
1479	이카루스맵에서 주둔하는 쉐도우 팬텀 부대원들이 습격을 받는 일이 빈번하게 발생하고 있다고 합니다. 이카루스로 가셔서 몬스터 100마리를 퇴치하시고 저에게 오시면 다음 임무 드리겠습니다.	2	506	//18
1480	이카루스맵 몬스터 100마리를 퇴치하시고 저에게 오시면 다음 임무 드리겠습니다.	3	506	//18
1481	도움에 감사를 드리며 다음 임무를 드리겠습니다.	4	506	//18
1482	이카루스맵 몬스터 100마리를 퇴치하시고 저에게 오시면 랜덤한 보상 중 한 가지를 드리겠습니다.	5	506	//18
1483	Shadow Phantom Soldier request (2)	1	507	//18
1484	쉐도우 팬텀 부대에서는 Kundun's Watcher로 이루어진 부대에서 중요한 보급품이 부족하다고 합니다. 도움을 주시면 큰 보상이 걸려 있는 임무를 맡을 수 있도록 해드리고 있습니다. Could you take over this task?(290레벨~319레벨)	2	507	//18
1485	잠시만 기다려주십시오. 여행자님에게 알맞은 임무를 찾아오겠습니다. 	2	507	//18
1486	이카루스맵에서 주둔하는 쉐도우 팬텀 부대원들 무기가 부족합니다. "파괴의검" 아이템을 구해 저에게 오시면 다음 임무 드리겠습니다.	2	507	//18
1487	"파괴의검" 아이템을 구해 저에게 오시면 다음 임무 드리겠습니다.	3	507	//18
1488	도움에 감사를 드리며 다음 임무를 드리겠습니다.	4	507	//18
1489	"파괴의검" 아이템을 구해 오시면 랜덤한 보상 중 한 가지를 드리겠습니다.	5	507	//18
1490	Shadow Phantom Soldier request (Reward)	1	508	//18
