//////////////////////////////////////////////////////////////////////////////////////																				
// [ Script ]	LabyrinthOfDimensionInfo																			
// [ Start ] 	2017-01-02																			
// [ Latest ]	2017-01-02 15:57																			
// [ Author ]	박혜진																			
// [ Version ]	0.0.0.2																			
// [ Text ]	차원의 미궁 설정																			
// [ Desc ]	차원의 미궁 사용설명 추가																			
// [사용부서]	서버, 클라이언트																			
//////////////////////////////////////////////////////////////////////////////////////																				
																				
//차원의 미궁 맵 지역으로 사용할 맵 설정 (클라이언트 사용)																				
//차원의 미궁 맵의 지역은 기존 게임 내 맵의 특정 부분을 로드하여 사용하는 형태로 제작되었습니다.																				
//신규 추가 시 기존 게임 맵의 16x12 크기 만큼의 x, y 좌표를 입력합니다.																				
0																				
//인덱스	맵 번호	시작X	시작Y	종료X	종료Y	맵 이름(자동 입력됨)														
8	4	34	2	0	1	1	1	0	//정상											
8	5	32	2	0	1	1	0	0	//정상											
8	6	7	2	0	0	1	0	1	//정상											
8	7	17	3	4	0	2	2	2	//정상											
8	8	20	2	0	0	1	1	1	//정상											
8	9	37	2	0	1	1	1	0	//정상											
9	0	7	2	0	1	0	0	1	//정상											
9	1	4	2	0	1	0	1	1	//정상											
9	2	5	2	0	1	0	1	1	//정상											
9	3	37	2	0	1	0	1	1	//정상											
9	4	6	2	0	1	0	1	1	//정상											
9	5	8	3	5	2	0	2	2	//정상											
9	6	28	2	0	1	0	1	1	//정상											
9	7	33	3	0	2	0	2	2	//정상											
9	8	18	2	0	1	0	1	1	//정상											
9	9	10	2	0	1	0	1	0	//정상											
end																				
// 맵 구성 번호	층	행 개수	열 개수																	
17	1	10	10																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	32	3	0	0	2	0	2	//정상											
0	1	18	2	0	0	0	1	1	//정상											
0	2	21	2	0	0	0	1	1	//정상											
0	3	17	2	0	0	0	1	1	//정상											
0	4	3	2	0	0	1	1	1	//정상											
0	5	9	2	0	0	0	1	1	//정상											
0	6	37	3	1	0	0	2	2	//정상											
0	7	23	2	0	0	0	1	1	//정상											
0	8	12	2	0	0	0	1	1	//정상											
0	9	22	3	3	0	2	2	0	//정상											
1	0	28	2	0	1	1	0	1	//정상											
1	1	37	2	0	0	1	1	1	//정상											
1	2	6	3	1	0	2	2	2	//정상											
1	3	31	2	0	0	1	1	1	//정상											
1	4	1	3	4	2	2	2	2	//정상											
1	5	26	3	4	0	2	2	2	//정상											
1	6	16	2	0	0	1	1	1	//정상											
1	7	13	2	0	0	1	1	0	//정상											
1	8	36	2	0	0	1	0	1	//정상											
1	9	35	2	0	1	1	1	0	//정상											
2	0	17	2	0	1	1	0	0	//정상											
2	1	22	3	1	2	2	0	2	//정상											
2	2	0	2	0	1	0	1	1	//정상											
2	3	32	3	5	2	0	2	2	//정상											
2	4	30	4	0	1	1	1	1	//정상											
2	5	28	3	4	2	2	2	2	//정상											
2	6	0	3	3	2	2	2	2	//정상											
2	7	14	2	0	1	1	1	1	//정상											
2	8	28	3	3	2	2	2	0	//정상											
2	9	30	2	0	1	1	0	0	//정상											
3	0	0	3	2	2	2	0	2	//정상											
3	1	34	2	0	1	1	1	0	//정상											
3	2	29	2	0	0	1	0	1	//정상											
3	3	13	2	0	0	1	1	0	//정상											
3	4	12	3	2	2	0	0	2	//정상											
3	5	13	2	0	1	0	1	1	//정상											
3	6	35	3	0	2	0	2	2	//정상											
3	7	28	2	0	1	0	1	0	//정상											
3	8	2	2	0	1	1	0	0	//정상											
3	9	6	2	0	1	1	0	0	//정상											
4	0	4	3	2	2	2	0	2	//정상											
4	1	23	3	4	2	2	2	2	//정상											
4	2	13	3	5	2	0	2	2	//정상											
4	3	0	2	0	1	1	1	0	//정상											
4	4	31	2	0	0	1	0	1	//정상											
4	5	19	2	0	0	1	1	0	//정상											
4	6	1	3	0	0	2	0	2	//정상											
4	7	34	2	0	0	0	1	1	//정상											
4	8	23	3	2	2	2	2	2	//정상											
4	9	28	3	4	2	2	2	0	//정상											
5	0	10	2	0	1	1	0	1	//정상											
5	1	11	2	0	1	1	1	0	//정상											
5	2	15	2	0	0	1	0	1	//정상											
5	3	12	2	0	1	1	1	1	//정상											
5	4	31	3	1	2	2	2	2	//정상											
5	5	8	2	0	1	1	1	0	//정상											
5	6	3	2	0	1	1	0	1	//정상											
5	7	7	2	0	0	1	1	1	//정상											
5	8	25	2	0	1	1	1	0	//정상											
5	9	24	2	0	1	1	0	0	//정상											
6	0	31	3	2	2	2	0	2	//정상											
6	1	26	2	0	1	1	1	0	//정상											
6	2	21	2	0	1	1	0	1	//정상											
6	3	26	3	3	2	2	2	2	//정상											
6	4	31	2	0	1	1	1	1	//정상											
6	5	29	3	2	2	2	2	0	//정상											
6	6	12	2	0	1	1	0	1	//정상											
6	7	21	3	2	2	2	2	2	//정상											
6	8	33	2	0	1	1	1	0	//정상											
6	9	29	2	0	1	1	0	0	//정상											
7	0	4	2	0	1	1	0	0	//정상											
7	1	13	2	0	1	1	0	0	//정상											
7	2	17	3	1	2	2	0	2	//정상											
7	3	6	2	0	1	1	1	1	//정상											
7	4	24	3	0	2	2	2	2	//정상											
7	5	14	2	0	1	0	1	1	//정상											
7	6	15	2	0	1	0	1	1	//정상											
7	7	36	2	0	1	0	1	1	//정상											
7	8	24	2	0	1	1	1	1	//정상											
7	9	27	3	3	2	2	2	0	//정상											
8	0	26	2	0	1	1	0	1	//정상											
8	1	3	3	4	2	2	2	2	//정상											
8	2	4	1	0	1	1	1	1	//정상											
8	3	37	3	3	2	2	2	2	//정상											
8	4	2	2	0	1	0	1	1	//정상											
8	5	21	2	0	0	0	1	1	//정상											
8	6	5	2	0	0	0	1	1	//정상											
8	7	21	3	1	0	0	2	2	//정상											
8	8	22	2	0	1	0	1	1	//정상											
8	9	26	2	0	1	1	1	0	//정상											
9	0	23	2	0	1	0	0	1	//정상											
9	1	16	2	0	1	0	1	1	//정상											
9	2	8	3	1	2	0	2	2	//정상											
9	3	0	2	0	1	0	1	1	//정상											
9	4	7	2	0	0	0	1	1	//정상											
9	5	19	3	2	0	0	2	2	//정상											
9	6	3	2	0	0	0	1	1	//정상											
9	7	16	2	0	0	0	1	1	//정상											
9	8	11	2	0	0	0	1	1	//정상											
9	9	35	3	3	2	0	2	0	//정상											
end																				
// 맵 구성 번호	층	행 개수	열 개수																	
18	1	10	10																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	9	2	0	0	1	0	1	//정상											
0	1	9	3	4	0	2	2	2	//정상											
0	2	15	2	0	0	0	1	1	//정상											
0	3	27	2	0	0	1	1	1	//정상											
0	4	28	2	0	0	1	1	1	//정상											
0	5	29	3	0	0	2	2	2	//정상											
0	6	34	2	0	0	0	1	1	//정상											
0	7	35	2	0	0	0	1	1	//정상											
0	8	26	2	0	0	0	1	1	//정상											
0	9	9	2	0	0	1	1	0	//정상											
1	0	2	3	1	2	2	0	2	//정상											
1	1	8	1	0	1	1	1	1	//정상											
1	2	35	3	5	0	2	2	0	//정상											
1	3	11	2	0	1	1	0	0	//정상											
1	4	27	2	0	1	0	0	1	//정상											
1	5	25	2	0	1	1	1	1	//정상											
1	6	35	3	0	0	2	2	2	//정상											
1	7	32	2	0	0	1	1	1	//정상											
1	8	30	2	0	0	1	1	1	//정상											
1	9	0	3	5	2	2	2	0	//정상											
2	0	22	3	0	2	2	0	2	//정상											
2	1	15	2	0	1	1	1	1	//정상											
2	2	12	2	0	1	1	1	0	//정상											
2	3	28	3	5	2	2	0	2	//정상											
2	4	19	2	0	0	1	1	1	//정상											
2	5	22	3	3	2	2	2	2	//정상											
2	6	31	2	0	1	1	1	1	//정상											
2	7	21	3	3	2	2	2	2	//정상											
2	8	27	2	0	1	1	1	0	//정상											
2	9	2	2	0	1	1	0	0	//정상											
3	0	32	2	0	1	1	0	0	//정상											
3	1	4	2	0	1	1	0	1	//정상											
3	2	0	2	0	1	1	1	0	//정상											
3	3	22	3	5	2	2	0	0	//정상											
3	4	33	2	0	1	1	0	1	//정상											
3	5	13	2	0	1	0	1	1	//정상											
3	6	22	2	0	1	1	1	1	//정상											
3	7	17	2	0	1	1	1	1	//정상											
3	8	14	2	0	1	1	1	0	//정상											
3	9	27	2	0	1	1	0	0	//정상											
4	0	36	2	0	1	1	0	0	//정상											
4	1	36	3	3	2	2	0	2	//정상											
4	2	9	3	0	2	0	2	2	//정상											
4	3	20	2	0	1	0	1	0	//정상											
4	4	25	2	0	1	0	0	1	//정상											
4	5	37	3	0	0	2	2	2	//정상											
4	6	25	3	5	2	2	2	2	//정상											
4	7	18	2	0	1	1	1	1	//정상											
4	8	37	2	0	1	1	1	0	//정상											
4	9	30	2	0	1	1	0	0	//정상											
5	0	2	3	4	2	2	0	2	//정상											
5	1	33	2	0	1	0	1	1	//정상											
5	2	3	2	0	0	1	1	1	//정상											
5	3	36	2	0	0	1	1	1	//정상											
5	4	27	3	1	0	2	2	2	//정상											
5	5	9	4	0	1	1	1	1	//정상											
5	6	12	3	3	2	2	2	2	//정상											
5	7	27	3	0	2	2	2	2	//정상											
5	8	36	3	5	2	2	2	0	//정상											
5	9	22	3	4	2	2	0	0	//정상											
6	0	28	2	0	1	1	0	1	//정상											
6	1	37	2	0	0	1	1	1	//정상											
6	2	32	3	5	2	2	2	2	//정상											
6	3	15	2	0	1	1	1	1	//정상											
6	4	0	2	0	1	1	1	1	//정상											
6	5	17	3	1	2	2	2	2	//정상											
6	6	29	2	0	1	1	1	1	//정상											
6	7	33	2	0	1	1	1	1	//정상											
6	8	16	2	0	1	1	1	0	//정상											
6	9	15	2	0	1	1	0	0	//정상											
7	0	37	3	3	2	2	0	2	//정상											
7	1	22	2	0	1	1	1	1	//정상											
7	2	13	3	5	2	2	2	2	//정상											
7	3	7	3	2	2	2	2	2	//정상											
7	4	34	3	5	2	2	2	2	//정상											
7	5	25	2	0	1	1	1	1	//정상											
7	6	20	3	3	2	2	2	2	//정상											
7	7	33	2	0	1	1	1	1	//정상											
7	8	7	2	0	1	1	1	0	//정상											
7	9	23	2	0	1	1	0	0	//정상											
8	0	6	2	0	1	1	0	1	//정상											
8	1	26	2	0	1	0	1	1	//정상											
8	2	6	2	0	1	0	1	1	//정상											
8	3	20	2	0	1	0	1	1	//정상											
8	4	17	2	0	1	0	1	0	//정상											
8	5	0	2	0	1	1	0	1	//정상											
8	6	18	3	4	2	0	2	2	//정상											
8	7	2	2	0	1	0	1	1	//정상											
8	8	24	3	5	2	0	2	0	//정상											
8	9	7	2	0	1	1	0	0	//정상											
9	0	23	2	0	1	0	0	1	//정상											
9	1	6	3	5	0	0	2	2	//정상											
9	2	18	2	0	0	0	1	1	//정상											
9	3	6	2	0	0	0	1	1	//정상											
9	4	30	2	0	0	0	1	1	//정상											
9	5	35	3	1	2	0	2	2	//정상											
9	6	14	2	0	0	0	1	1	//정상											
9	7	23	2	0	0	0	1	1	//정상											
9	8	21	3	5	0	0	2	2	//정상											
9	9	3	3	3	2	0	2	0	//정상											
end																				
// 맵 구성 번호	층	행 개수	열 개수																	
19	1	10	10																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	24	2	0	0	1	0	1	//정상											
0	1	31	3	3	0	0	2	2	//정상											
0	2	3	1	0	0	1	1	1	//정상											
0	3	3	2	0	0	1	1	1	//정상											
0	4	0	3	3	0	2	2	2	//정상											
0	5	18	2	0	0	0	1	1	//정상											
0	6	1	2	0	0	0	1	1	//정상											
0	7	8	2	0	0	0	1	1	//정상											
0	8	35	2	0	0	1	1	1	//정상											
0	9	28	2	0	0	1	1	0	//정상											
1	0	2	2	0	1	1	0	0	//정상											
1	1	28	3	3	0	2	0	2	//정상											
1	2	0	3	4	2	2	2	2	//정상											
1	3	37	2	0	1	0	1	0	//정상											
1	4	27	2	0	1	1	0	1	//정상											
1	5	4	2	0	0	0	1	1	//정상											
1	6	36	2	0	0	0	1	1	//정상											
1	7	15	3	3	0	2	2	2	//정상											
1	8	2	3	4	2	2	2	2	//정상											
1	9	16	3	1	2	2	2	0	//정상											
2	0	5	3	0	2	2	0	2	//정상											
2	1	15	2	0	1	1	1	1	//정상											
2	2	11	2	0	1	1	1	0	//정상											
2	3	14	2	0	0	1	0	1	//정상											
2	4	29	2	0	1	1	1	1	//정상											
2	5	30	3	4	0	2	2	2	//정상											
2	6	35	2	0	0	1	1	1	//정상											
2	7	7	2	0	1	1	1	1	//정상											
2	8	10	3	1	2	2	2	2	//정상											
2	9	10	2	0	1	1	1	0	//정상											
3	0	36	2	0	1	1	0	0	//정상											
3	1	30	2	0	1	1	0	1	//정상											
3	2	18	3	2	2	2	2	2	//정상											
3	3	34	2	0	1	1	1	0	//정상											
3	4	24	3	1	2	2	0	2	//정상											
3	5	24	2	0	1	1	1	1	//정상											
3	6	5	2	0	1	0	1	1	//정상											
3	7	33	2	0	1	0	1	1	//정상											
3	8	14	3	1	2	0	2	2	//정상											
3	9	5	2	0	1	1	1	0	//정상											
4	0	4	2	0	1	1	0	0	//정상											
4	1	22	2	0	1	1	0	1	//정상											
4	2	31	3	0	2	2	2	2	//정상											
4	3	16	2	0	1	1	1	0	//정상											
4	4	22	2	0	1	1	0	1	//정상											
4	5	21	2	0	1	1	1	0	//정상											
4	6	1	2	0	0	1	0	1	//정상											
4	7	36	2	0	0	1	1	1	//정상											
4	8	4	2	0	0	1	1	1	//정상											
4	9	29	3	3	2	2	2	0	//정상											
5	0	30	2	0	1	1	0	0	//정상											
5	1	34	2	0	1	1	0	1	//정상											
5	2	29	2	0	1	0	1	1	//정상											
5	3	13	3	2	2	0	2	0	//정상											
5	4	30	3	2	2	2	0	2	//정상											
5	5	23	3	5	2	0	2	2	//정상											
5	6	14	2	0	1	1	1	1	//정상											
5	7	16	3	4	2	2	2	2	//정상											
5	8	31	2	0	1	1	1	0	//정상											
5	9	1	2	0	1	1	0	0	//정상											
6	0	8	3	3	2	2	0	2	//정상											
6	1	8	3	4	2	2	2	2	//정상											
6	2	14	2	0	0	1	1	1	//정상											
6	3	8	2	0	0	0	1	1	//정상											
6	4	7	2	0	1	0	1	1	//정상											
6	5	34	3	0	0	2	2	2	//정상											
6	6	23	3	1	2	2	2	2	//정상											
6	7	25	2	0	1	1	1	1	//정상											
6	8	14	2	0	1	1	1	0	//정상											
6	9	11	2	0	1	1	0	0	//정상											
7	0	14	2	0	1	1	0	0	//정상											
7	1	7	2	0	1	1	0	1	//정상											
7	2	17	3	4	2	2	2	2	//정상											
7	3	5	2	0	0	1	1	1	//정상											
7	4	21	3	4	0	2	2	2	//정상											
7	5	17	4	0	1	1	1	1	//정상											
7	6	16	3	3	2	2	2	2	//정상											
7	7	24	2	0	1	1	1	1	//정상											
7	8	2	3	3	2	2	2	0	//정상											
7	9	32	2	0	1	1	0	0	//정상											
8	0	7	2	0	1	1	0	0	//정상											
8	1	21	2	0	1	0	0	1	//정상											
8	2	10	3	5	2	2	2	2	//정상											
8	3	25	2	0	1	0	1	1	//정상											
8	4	29	2	0	1	0	1	1	//정상											
8	5	34	3	4	2	2	2	2	//정상											
8	6	3	2	0	1	1	1	1	//정상											
8	7	31	3	3	2	2	2	2	//정상											
8	8	12	3	5	2	0	2	0	//정상											
8	9	11	2	0	1	1	0	0	//정상											
9	0	6	2	0	1	0	0	1	//정상											
9	1	17	3	1	0	0	2	2	//정상											
9	2	25	2	0	1	0	1	1	//정상											
9	3	22	2	0	0	0	1	1	//정상											
9	4	25	2	0	0	0	1	1	//정상											
9	5	16	3	5	2	0	2	2	//정상											
9	6	36	2	0	1	0	1	1	//정상											
9	7	7	2	0	1	0	1	1	//정상											
9	8	35	2	0	0	0	1	1	//정상											
9	9	22	3	3	2	0	2	0	//정상											
end																				
// 맵 구성 번호	층	행 개수	열 개수																	
20	1	10	10																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	0	2	0	0	1	0	1	//정상											
0	1	37	2	0	0	1	1	1	//정상											
0	2	26	2	0	0	1	1	1	//정상											
0	3	28	2	0	0	1	1	1	//정상											
0	4	27	3	2	0	2	2	2	//정상											
0	5	30	2	0	0	1	1	1	//정상											
0	6	13	3	0	0	2	2	2	//정상											
0	7	2	2	0	0	1	1	1	//정상											
0	8	32	2	0	0	1	1	1	//정상											
0	9	23	3	1	0	2	2	0	//정상											
1	0	31	2	0	1	1	0	1	//정상											
1	1	32	2	0	1	0	1	1	//정상											
1	2	31	3	5	2	0	2	0	//정상											
1	3	22	3	3	2	2	0	2	//정상											
1	4	10	3	2	2	2	2	2	//정상											
1	5	0	2	0	1	1	1	1	//정상											
1	6	13	2	0	1	1	1	1	//정상											
1	7	12	3	0	2	2	2	2	//정상											
1	8	35	2	0	1	1	1	0	//정상											
1	9	17	2	0	1	1	0	0	//정상											
2	0	18	2	0	1	1	0	1	//정상											
2	1	1	2	0	0	1	1	1	//정상											
2	2	7	3	5	0	2	2	0	//정상											
2	3	27	3	1	2	2	0	2	//정상											
2	4	35	4	0	1	1	1	1	//정상											
2	5	21	3	3	2	2	2	0	//정상											
2	6	9	3	0	2	0	0	2	//정상											
2	7	15	2	0	1	0	1	1	//정상											
2	8	33	2	0	1	1	1	0	//정상											
2	9	29	2	0	1	1	0	0	//정상											
3	0	4	2	0	1	1	0	1	//정상											
3	1	16	2	0	1	1	1	1	//정상											
3	2	9	3	1	2	2	2	2	//정상											
3	3	12	2	0	1	1	1	0	//정상											
3	4	8	3	3	2	2	0	0	//정상											
3	5	21	2	0	1	1	0	1	//정상											
3	6	36	2	0	0	1	1	1	//정상											
3	7	37	2	0	0	1	1	1	//정상											
3	8	22	3	2	2	2	2	2	//정상											
3	9	8	2	0	1	1	1	0	//정상											
4	0	5	2	0	1	1	0	0	//정상											
4	1	27	2	0	1	1	0	1	//정상											
4	2	11	2	0	1	0	1	1	//정상											
4	3	12	2	0	1	0	1	1	//정상											
4	4	14	3	3	2	0	2	2	//정상											
4	5	4	2	0	1	0	1	1	//정상											
4	6	31	3	3	2	0	2	2	//정상											
4	7	15	3	3	2	0	2	2	//정상											
4	8	10	2	0	1	1	1	1	//정상											
4	9	15	3	3	2	2	2	0	//정상											
5	0	9	2	0	1	1	0	1	//정상											
5	1	27	3	3	2	2	2	2	//정상											
5	2	6	2	0	0	1	1	1	//정상											
5	3	30	2	0	0	1	1	1	//정상											
5	4	32	2	0	0	1	1	1	//정상											
5	5	21	3	0	0	2	2	2	//정상											
5	6	8	2	0	0	0	1	1	//정상											
5	7	21	2	0	0	1	1	0	//정상											
5	8	4	3	2	2	2	0	2	//정상											
5	9	0	2	0	1	1	1	0	//정상											
6	0	4	2	0	1	1	0	0	//정상											
6	1	17	3	1	2	2	0	0	//정상											
6	2	14	3	2	2	2	0	2	//정상											
6	3	25	2	0	1	1	1	0	//정상											
6	4	14	2	0	1	1	0	1	//정상											
6	5	9	2	0	1	1	1	1	//정상											
6	6	11	3	3	0	2	2	2	//정상											
6	7	23	3	1	2	2	2	0	//정상											
6	8	34	2	0	1	1	0	1	//정상											
6	9	2	3	3	2	2	2	0	//정상											
7	0	12	2	0	1	1	0	0	//정상											
7	1	34	2	0	1	1	0	0	//정상											
7	2	5	2	0	1	1	0	1	//정상											
7	3	30	2	0	1	1	1	1	//정상											
7	4	21	3	1	2	2	2	2	//정상											
7	5	18	2	0	1	1	1	0	//정상											
7	6	15	2	0	1	1	0	1	//정상											
7	7	2	1	0	1	1	1	1	//정상											
7	8	23	3	4	2	2	2	2	//정상											
7	9	28	2	0	1	1	1	0	//정상											
8	0	19	2	0	1	1	0	0	//정상											
8	1	35	2	0	1	1	0	0	//정상											
8	2	11	2	0	1	1	0	1	//정상											
8	3	8	3	0	2	2	2	2	//정상											
8	4	7	2	0	1	1	1	1	//정상											
8	5	17	3	5	2	2	2	2	//정상											
8	6	14	2	0	1	1	1	1	//정상											
8	7	1	3	3	2	2	2	2	//정상											
8	8	37	3	0	2	2	2	0	//정상											
8	9	30	3	1	2	2	0	0	//정상											
9	0	30	2	0	1	0	0	1	//정상											
9	1	37	2	0	1	0	1	1	//정상											
9	2	13	3	4	2	0	2	2	//정상											
9	3	5	2	0	1	0	1	1	//정상											
9	4	5	2	0	1	0	1	1	//정상											
9	5	6	2	0	1	0	1	0	//정상											
9	6	25	2	0	1	0	0	1	//정상											
9	7	4	2	0	1	0	1	1	//정상											
9	8	15	2	0	1	0	1	1	//정상											
9	9	17	2	0	1	0	1	0	//정상											
end																				
// 맵 구성 번호	층	행 개수	열 개수																	
21	1	10	10																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	32	2	0	0	1	0	1	//정상											
0	1	17	3	1	0	2	2	2	//정상											
0	2	3	2	0	0	0	1	1	//정상											
0	3	7	2	0	0	0	1	1	//정상											
0	4	8	2	0	0	1	1	1	//정상											
0	5	36	2	0	0	1	1	1	//정상											
0	6	8	3	2	0	2	2	2	//정상											
0	7	17	2	0	0	1	1	1	//정상											
0	8	25	2	0	0	1	1	1	//정상											
0	9	32	2	0	0	1	1	0	//정상											
1	0	37	3	3	2	2	0	2	//정상											
1	1	32	2	0	1	1	1	1	//정상											
1	2	18	2	0	0	1	1	1	//정상											
1	3	37	3	4	0	2	2	2	//정상											
1	4	32	2	0	1	1	1	1	//정상											
1	5	3	3	1	2	2	2	2	//정상											
1	6	9	2	0	1	1	1	1	//정상											
1	7	7	2	0	1	1	1	1	//정상											
1	8	4	3	1	2	2	2	2	//정상											
1	9	9	3	0	2	2	2	0	//정상											
2	0	8	3	3	2	2	0	0	//정상											
2	1	30	2	0	1	1	0	1	//정상											
2	2	7	2	0	1	1	1	1	//정상											
2	3	7	3	5	2	0	2	2	//정상											
2	4	6	2	0	1	0	1	0	//정상											
2	5	15	2	0	1	1	0	1	//정상											
2	6	24	2	0	1	1	1	1	//정상											
2	7	20	3	4	2	2	2	0	//정상											
2	8	18	2	0	1	1	0	0	//정상											
2	9	19	2	0	1	1	0	0	//정상											
3	0	15	2	0	1	1	0	0	//정상											
3	1	32	2	0	1	1	0	1	//정상											
3	2	12	2	0	1	1	1	1	//정상											
3	3	10	3	2	0	2	2	2	//정상											
3	4	2	3	2	0	2	2	0	//정상											
3	5	12	2	0	1	1	0	0	//정상											
3	6	17	2	0	1	1	0	1	//정상											
3	7	31	2	0	1	1	1	0	//정상											
3	8	4	2	0	1	1	0	0	//정상											
3	9	0	2	0	1	1	0	0	//정상											
4	0	17	3	5	2	2	0	2	//정상											
4	1	2	1	0	1	1	1	1	//정상											
4	2	33	3	0	2	2	2	2	//정상											
4	3	13	2	0	1	1	1	1	//정상											
4	4	25	3	4	2	2	2	0	//정상											
4	5	21	2	0	1	1	0	0	//정상											
4	6	17	2	0	1	1	0	1	//정상											
4	7	11	2	0	1	1	1	0	//정상											
4	8	9	2	0	1	1	0	0	//정상											
4	9	14	2	0	1	1	0	0	//정상											
5	0	21	2	0	1	1	0	0	//정상											
5	1	6	3	3	2	2	0	2	//정상											
5	2	24	3	1	2	2	2	2	//정상											
5	3	24	2	0	1	1	1	0	//정상											
5	4	4	2	0	1	1	0	0	//정상											
5	5	31	3	4	2	2	0	0	//정상											
5	6	12	3	1	2	2	0	2	//정상											
5	7	37	3	0	2	2	2	2	//정상											
5	8	17	2	0	1	1	1	0	//정상											
5	9	7	2	0	1	1	0	0	//정상											
6	0	22	3	3	2	2	0	2	//정상											
6	1	5	2	0	1	0	1	1	//정상											
6	2	21	2	0	1	0	1	1	//정상											
6	3	0	2	0	1	0	1	1	//정상											
6	4	36	2	0	1	0	1	0	//정상											
6	5	8	2	0	1	1	0	1	//정상											
6	6	12	3	5	2	2	2	2	//정상											
6	7	9	2	0	1	1	1	1	//정상											
6	8	30	2	0	1	1	1	0	//정상											
6	9	34	2	0	1	1	0	0	//정상											
7	0	36	2	0	1	1	0	1	//정상											
7	1	3	3	1	0	2	2	2	//정상											
7	2	30	2	0	0	1	1	1	//정상											
7	3	37	2	0	0	0	1	1	//정상											
7	4	12	3	2	0	2	2	2	//정상											
7	5	11	3	5	2	2	2	2	//정상											
7	6	18	4	0	1	1	1	1	//정상											
7	7	3	3	2	2	0	2	2	//정상											
7	8	20	2	0	1	0	1	1	//정상											
7	9	28	3	2	2	2	2	0	//정상											
8	0	22	2	0	1	1	0	1	//정상											
8	1	13	2	0	1	1	1	1	//정상											
8	2	20	3	2	2	2	2	2	//정상											
8	3	11	2	0	0	0	1	1	//정상											
8	4	23	3	4	2	2	2	2	//정상											
8	5	35	3	0	2	2	2	0	//정상											
8	6	29	3	0	2	2	0	0	//정상											
8	7	5	2	0	0	1	0	1	//정상											
8	8	37	3	2	0	2	2	2	//정상											
8	9	33	2	0	1	1	1	0	//정상											
9	0	12	2	0	1	0	0	1	//정상											
9	1	16	3	3	2	0	2	2	//정상											
9	2	36	2	0	1	0	1	1	//정상											
9	3	10	2	0	0	0	1	1	//정상											
9	4	6	2	0	1	0	1	1	//정상											
9	5	11	2	0	1	0	1	1	//정상											
9	6	18	2	0	1	0	1	1	//정상											
9	7	36	3	4	2	0	2	2	//정상											
9	8	8	2	0	1	0	1	1	//정상											
9	9	36	2	0	1	0	1	0	//정상											
end																				
// 맵 구성 번호	층	행 개수	열 개수																	
22	1	10	10																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	22	2	0	0	1	0	1	//정상											
0	1	33	2	0	0	0	1	1	//정상											
0	2	16	2	0	0	0	1	1	//정상											
0	3	1	2	0	0	0	1	1	//정상											
0	4	15	3	2	0	2	2	2	//정상											
0	5	20	2	0	0	1	1	1	//정상											
0	6	2	2	0	0	1	1	1	//정상											
0	7	28	2	0	0	1	1	1	//정상											
0	8	22	2	0	0	1	1	1	//정상											
0	9	29	2	0	0	1	1	0	//정상											
1	0	18	3	4	2	2	0	2	//정상											
1	1	28	2	0	0	1	1	1	//정상											
1	2	1	2	0	0	1	1	1	//정상											
1	3	22	2	0	0	1	1	1	//정상											
1	4	13	2	0	1	1	1	0	//정상											
1	5	5	2	0	1	1	0	1	//정상											
1	6	18	3	0	2	2	2	2	//정상											
1	7	17	3	4	2	2	2	2	//정상											
1	8	3	3	2	2	2	2	2	//정상											
1	9	37	3	2	2	2	2	0	//정상											
2	0	27	2	0	1	1	0	1	//정상											
2	1	23	2	0	1	1	1	0	//정상											
2	2	20	3	0	2	2	0	2	//정상											
2	3	6	3	5	2	2	2	2	//정상											
2	4	21	2	0	1	1	1	0	//정상											
2	5	15	2	0	1	1	0	1	//정상											
2	6	29	3	2	2	2	2	2	//정상											
2	7	14	4	0	1	1	1	1	//정상											
2	8	14	3	2	2	0	2	2	//정상											
2	9	35	2	0	1	1	1	0	//정상											
3	0	5	2	0	1	1	0	0	//정상											
3	1	12	2	0	1	1	0	0	//정상											
3	2	27	3	0	2	2	0	2	//정상											
3	3	35	2	0	1	0	1	1	//정상											
3	4	23	2	0	1	0	1	1	//정상											
3	5	35	3	4	2	0	2	2	//정상											
3	6	19	2	0	1	1	1	1	//정상											
3	7	18	3	0	2	2	2	2	//정상											
3	8	0	2	0	0	1	1	1	//정상											
3	9	30	3	5	2	2	2	0	//정상											
4	0	8	2	0	1	1	0	1	//정상											
4	1	12	3	2	2	2	2	2	//정상											
4	2	33	3	1	2	2	2	0	//정상											
4	3	24	2	0	0	1	0	1	//정상											
4	4	30	2	0	0	0	1	1	//정상											
4	5	17	2	0	0	1	1	0	//정상											
4	6	30	3	1	2	2	0	0	//정상											
4	7	33	2	0	1	1	0	1	//정상											
4	8	28	2	0	1	1	1	0	//정상											
4	9	27	2	0	1	1	0	0	//정상											
