// 서버, 클라이언트 사용 스크립트																				
																				
//차원의 미궁 지역으로 사용할 기존 맵 설정																				
0																				
//인덱스	맵 번호	시작X	시작Y	종료X	종료Y															
// 맵 구성 번호	단계	행 개수	열 개수																	
30	1	5	5																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	23	2	0	0	1	0	1	//정상											
0	1	32	2	0	0	0	1	1	//정상											
0	2	35	2	0	0	0	1	1	//정상											
0	3	2	2	0	0	0	1	1	//정상											
0	4	3	2	0	0	1	1	0	//정상											
1	0	19	2	0	1	1	0	0	//정상											
1	1	18	3	5	0	2	0	2	//정상											
1	2	6	1	0	0	1	1	1	//정상											
1	3	12	3	2	0	0	2	0	//정상											
1	4	36	2	0	1	1	0	0	//정상											
2	0	31	2	0	1	1	0	0	//정상											
2	1	31	2	0	1	1	0	0	//정상											
2	2	2	2	0	1	1	0	1	//정상											
2	3	27	3	4	0	0	2	0	//정상											
2	4	5	2	0	1	1	0	0	//정상											
3	0	20	3	5	2	2	0	2	//정상											
3	1	1	2	0	1	1	1	0	//정상											
3	2	20	3	5	2	2	0	0	//정상											
3	3	25	4	0	0	1	0	0	//정상											
3	4	35	3	0	2	2	0	0	//정상											
4	0	29	2	0	1	0	0	0	//정상											
4	1	34	2	0	1	0	0	0	//정상											
4	2	14	2	0	1	0	0	0	//정상											
4	3	11	2	0	1	0	0	1	//정상											
4	4	10	2	0	1	0	1	0	//정상											
end																				
// 맵 구성 번호	단계	행 개수	열 개수																	
31	2	6	6																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	4	2	0	0	1	0	1	//정상											
0	1	1	3	3	0	2	2	2	//정상											
0	2	23	2	0	0	1	1	1	//정상											
0	3	19	3	4	0	2	2	2	//정상											
0	4	21	2	0	0	1	1	1	//정상											
0	5	30	2	0	0	1	1	0	//정상											
1	0	2	2	0	1	1	0	0	//정상											
1	1	16	2	0	1	1	0	1	//정상											
1	2	3	3	3	2	2	2	2	//정상											
1	3	31	2	0	1	1	1	1	//정상											
1	4	26	3	4	2	2	2	2	//정상											
1	5	29	2	0	1	1	1	0	//정상											
2	0	21	2	0	1	1	0	1	//정상											
2	1	25	3	3	2	2	2	0	//정상											
2	2	11	2	0	1	0	0	1	//정상											
2	3	34	3	0	2	2	2	2	//정상											
2	4	25	3	3	2	2	2	0	//정상											
2	5	37	2	0	1	0	0	0	//정상											
3	0	4	3	0	2	2	0	2	//정상											
3	1	8	2	0	1	1	1	1	//정상											
3	2	29	3	1	0	0	2	0	//정상											
3	3	15	3	3	2	0	0	0	//정상											
3	4	18	2	0	1	0	0	1	//정상											
3	5	28	2	0	0	1	1	0	//정상											
4	0	26	1	0	1	1	0	1	//정상											
4	1	11	2	0	1	1	1	1	//정상											
4	2	13	2	0	0	0	1	0	//정상											
4	3	8	3	4	0	2	0	0	//정상											
4	4	26	4	1	0	1	0	0	//정상											
4	5	29	2	0	1	1	0	0	//정상											
5	0	10	3	2	2	0	0	0	//정상											
5	1	23	2	0	1	0	0	1	//정상											
5	2	37	2	0	0	0	1	1	//정상											
5	3	15	2	0	1	0	1	0	//정상											
5	4	22	2	0	1	0	0	1	//정상											
5	5	27	2	0	1	0	1	0	//정상											
end																				
// 맵 구성 번호	단계	행 개수	열 개수																	
32	2	6	6																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	14	2	0	0	1	0	1	//정상											
0	1	34	2	0	0	1	1	0	//정상											
0	2	33	2	0	0	1	0	0	//정상											
0	3	20	2	0	0	1	0	0	//정상											
0	4	7	3	5	0	0	0	2	//정상											
0	5	27	2	0	0	1	1	0	//정상											
1	0	13	2	0	1	1	0	0	//정상											
1	1	25	4	1	1	0	0	0	//정상											
1	2	2	2	0	1	1	0	1	//정상											
1	3	23	3	4	2	2	2	2	//정상											
1	4	0	2	0	0	1	1	0	//정상											
1	5	33	3	3	2	2	0	0	//정상											
2	0	16	3	1	2	2	0	2	//정상											
2	1	18	3	2	0	0	2	0	//정상											
2	2	32	3	2	2	0	0	2	//정상											
2	3	30	2	0	1	0	1	1	//정상											
2	4	2	3	1	2	2	2	2	//정상											
2	5	15	1	0	1	1	1	0	//정상											
3	0	30	2	0	1	0	0	1	//정상											
3	1	17	2	0	0	1	1	0	//정상											
3	2	21	2	0	0	1	0	1	//정상											
3	3	2	3	3	0	2	2	0	//정상											
3	4	31	2	0	1	1	0	1	//정상											
3	5	19	3	0	2	2	2	0	//정상											
4	0	34	2	0	0	1	0	0	//정상											
4	1	16	3	4	2	0	0	2	//정상											
4	2	11	2	0	1	0	1	0	//정상											
4	3	14	2	0	1	1	0	0	//정상											
4	4	6	2	0	1	1	0	0	//정상											
4	5	19	2	0	1	1	0	0	//정상											
5	0	32	3	1	2	0	0	2	//정상											
5	1	32	2	0	0	0	1	1	//정상											
5	2	13	2	0	0	0	1	1	//정상											
5	3	35	3	0	2	0	2	2	//정상											
5	4	35	2	0	1	0	1	0	//정상											
5	5	4	2	0	1	0	0	0	//정상											
end																				
// 맵 구성 번호	단계	행 개수	열 개수																	
33	2	6	6																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	26	2	0	0	1	0	1	//정상											
0	1	31	2	0	0	0	1	0	//정상											
0	2	36	3	6	0	2	0	2	//정상											
0	3	34	2	0	0	1	1	0	//정상											
0	4	17	2	0	0	1	0	1	//정상											
0	5	9	4	1	0	0	1	0	//정상											
1	0	11	2	0	1	1	0	0	//정상											
1	1	1	3	1	0	2	0	2	//정상											
1	2	25	2	0	1	0	1	0	//정상											
1	3	18	2	0	1	0	0	1	//정상											
1	4	28	2	0	1	0	1	0	//정상											
1	5	8	2	0	0	1	0	0	//정상											
2	0	30	2	0	1	1	0	1	//정상											
2	1	4	2	0	1	0	1	1	//정상											
2	2	0	2	0	0	1	1	0	//정상											
2	3	9	2	0	0	1	0	1	//정상											
2	4	13	3	1	0	2	2	2	//정상											
2	5	2	2	0	1	0	1	0	//정상											
3	0	36	2	0	1	1	0	1	//정상											
3	1	36	3	2	0	2	2	2	//정상											
3	2	35	3	4	2	0	2	2	//정상											
3	3	11	3	5	2	2	2	2	//정상											
3	4	35	2	0	1	0	1	0	//정상											
3	5	5	3	4	0	2	0	0	//정상											
4	0	10	2	0	1	0	0	1	//정상											
4	1	9	3	6	2	2	2	0	//정상											
4	2	23	3	0	0	2	0	2	//정상											
4	3	19	1	0	1	1	1	1	//정상											
4	4	30	2	0	0	1	1	1	//정상											
4	5	1	2	0	1	1	1	0	//정상											
5	0	0	3	5	0	0	0	2	//정상											
5	1	35	2	0	1	0	1	1	//정상											
5	2	12	2	0	1	0	1	1	//정상											
5	3	27	3	0	2	0	2	2	//정상											
5	4	22	3	3	2	0	2	2	//정상											
5	5	12	2	0	1	0	1	0	//정상											
end																				
// 맵 구성 번호	단계	행 개수	열 개수																	
34	3	7	7																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	29	2	0	0	1	0	1	//정상											
0	1	9	3	2	0	2	2	2	//정상											
0	2	28	3	5	0	2	2	2	//정상											
0	3	18	2	0	0	0	1	1	//정상											
0	4	7	3	4	0	0	2	2	//정상											
0	5	35	2	0	0	0	1	1	//정상											
0	6	22	3	3	0	2	2	0	//정상											
1	0	0	2	0	1	1	0	1	//정상											
1	1	29	2	0	1	1	1	1	//정상											
1	2	28	3	1	2	2	2	0	//정상											
1	3	14	2	0	0	1	0	1	//정상											
1	4	3	2	0	0	0	1	1	//정상											
1	5	12	2	0	0	1	1	1	//정상											
1	6	1	2	0	1	1	1	0	//정상											
2	0	18	2	0	1	1	0	1	//정상											
2	1	11	1	0	1	1	1	1	//정상											
2	2	14	3	3	2	0	2	0	//정상											
2	3	33	3	5	2	2	0	2	//정상											
2	4	29	3	4	0	2	2	2	//정상											
2	5	31	3	4	2	0	2	0	//정상											
2	6	2	2	0	1	1	0	0	//정상											
3	0	2	3	3	2	2	0	2	//정상											
3	1	8	3	5	2	0	2	0	//정상											
3	2	22	2	0	0	1	0	1	//정상											
3	3	9	2	0	1	0	1	0	//정상											
3	4	27	2	0	1	0	0	0	//정상											
3	5	37	2	0	0	1	0	1	//정상											
3	6	30	3	0	2	2	2	0	//정상											
4	0	14	2	0	1	1	0	1	//정상											
4	1	23	2	0	0	0	1	0	//정상											
4	2	9	2	0	1	0	0	1	//정상											
4	3	30	2	0	0	1	1	0	//정상											
4	4	24	4	2	0	1	0	0	//정상											
4	5	37	3	0	2	2	0	2	//정상											
4	6	28	2	0	1	1	1	0	//정상											
5	0	18	2	0	1	1	0	1	//정상											
5	1	36	3	4	0	2	2	2	//정상											
5	2	16	3	5	0	2	2	0	//정상											
5	3	9	2	0	1	1	0	0	//정상											
5	4	26	2	0	1	0	0	1	//정상											
5	5	12	2	0	1	0	1	1	//정상											
5	6	34	3	1	2	2	2	0	//정상											
6	0	12	3	1	2	0	0	2	//정상											
6	1	6	2	0	1	0	1	1	//정상											
6	2	10	2	0	1	0	1	1	//정상											
6	3	2	2	0	1	0	1	0	//정상											
6	4	21	3	2	0	0	0	2	//정상											
6	5	15	2	0	0	0	1	1	//정상											
6	6	23	2	0	1	0	1	0	//정상											
end																				
// 맵 구성 번호	단계	행 개수	열 개수																	
35	3	7	7																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	5	3	1	0	0	0	2	//정상											
0	1	10	2	0	0	0	1	1	//정상											
0	2	31	3	3	0	2	2	2	//정상											
0	3	24	2	0	0	1	1	0	//정상											
0	4	11	2	0	0	0	0	1	//정상											
0	5	0	3	5	0	2	2	2	//정상											
0	6	24	2	0	0	1	1	0	//정상											
1	0	31	2	0	0	1	0	1	//정상											
1	1	4	2	0	0	0	1	1	//정상											
1	2	26	2	0	1	0	1	0	//정상											
1	3	12	2	0	1	0	0	1	//정상											
1	4	10	2	0	0	0	1	1	//정상											
1	5	7	3	1	2	2	2	2	//정상											
1	6	20	3	5	2	2	2	0	//정상											
2	0	21	2	0	1	0	0	1	//정상											
2	1	32	4	2	0	0	1	0	//정상											
2	2	28	2	0	0	1	0	1	//정상											
2	3	1	2	0	0	1	1	1	//정상											
2	4	7	3	0	0	2	2	0	//정상											
2	5	2	2	0	1	0	0	1	//정상											
2	6	14	2	0	1	1	1	0	//정상											
3	0	5	2	0	0	1	0	1	//정상											
3	1	25	2	0	0	1	1	0	//정상											
3	2	4	2	0	1	1	0	0	//정상											
3	3	13	2	0	1	0	0	1	//정상											
3	4	34	3	6	2	0	2	2	//정상											
3	5	24	2	0	0	0	1	1	//정상											
3	6	28	2	0	1	1	1	0	//정상											
4	0	10	3	4	2	2	0	2	//정상											
4	1	37	3	2	2	2	2	0	//정상											
4	2	23	2	0	1	0	0	1	//정상											
4	3	2	2	0	0	0	1	1	//정상											
4	4	31	2	0	0	1	1	1	//정상											
4	5	3	3	0	0	2	2	2	//정상											
4	6	33	3	1	2	2	2	0	//정상											
5	0	22	2	0	1	1	0	1	//정상											
5	1	14	1	0	1	1	1	1	//정상											
5	2	1	3	4	0	2	2	2	//정상											
5	3	25	3	4	0	2	2	0	//정상											
5	4	35	2	0	1	0	0	1	//정상											
5	5	30	3	0	2	2	2	2	//정상											
5	6	8	3	1	2	2	2	0	//정상											
6	0	14	3	5	2	0	0	2	//정상											
6	1	15	3	0	2	0	2	2	//정상											
6	2	34	2	0	1	0	1	1	//정상											
6	3	25	2	0	1	0	1	1	//정상											
6	4	36	2	0	0	0	1	1	//정상											
6	5	1	2	0	1	0	1	1	//정상											
6	6	15	3	4	2	0	2	0	//정상											
end																				
// 맵 구성 번호	단계	행 개수	열 개수																	
36	3	7	7																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	16	2	0	0	1	0	1	//정상											
0	1	26	2	0	0	1	1	0	//정상											
0	2	17	3	2	0	2	0	2	//정상											
0	3	35	2	0	0	1	1	1	//정상											
0	4	12	2	0	0	0	1	1	//정상											
0	5	4	2	0	0	0	1	1	//정상											
0	6	37	2	0	0	1	1	0	//정상											
1	0	32	2	0	1	1	0	0	//정상											
1	1	12	4	2	1	0	0	0	//정상											
1	2	18	3	1	2	2	0	0	//정상											
1	3	37	2	0	1	0	0	1	//정상											
1	4	28	2	0	0	1	1	0	//정상											
1	5	3	1	0	0	1	0	0	//정상											
1	6	8	3	2	2	2	0	0	//정상											
2	0	31	3	4	2	2	0	2	//정상											
2	1	7	3	2	0	2	2	0	//정상											
2	2	3	2	0	1	0	0	1	//정상											
2	3	10	3	4	0	0	2	2	//정상											
2	4	15	3	4	2	0	2	2	//정상											
2	5	11	2	0	1	0	1	0	//정상											
2	6	14	2	0	1	1	0	0	//정상											
3	0	26	2	0	1	1	0	1	//정상											
3	1	19	3	2	2	2	2	2	//정상											
3	2	22	3	2	0	0	2	0	//정상											
3	3	37	2	0	0	1	0	1	//정상											
3	4	32	2	0	0	0	1	1	//정상											
3	5	7	2	0	0	1	1	0	//정상											
3	6	20	2	0	1	1	0	0	//정상											
4	0	33	3	3	2	2	0	2	//정상											
4	1	12	2	0	1	1	1	1	//정상											
4	2	19	3	6	0	2	2	0	//정상											
4	3	23	2	0	1	1	0	0	//정상											
4	4	15	2	0	0	1	0	1	//정상											
4	5	12	2	0	1	1	1	0	//정상											
4	6	7	2	0	1	1	0	0	//정상											
5	0	32	3	0	2	0	0	2	//정상											
5	1	14	3	5	2	0	2	2	//정상											
5	2	31	2	0	1	0	1	1	//정상											
5	3	17	2	0	1	0	1	0	//정상											
5	4	21	3	2	2	2	0	2	//정상											
5	5	18	2	0	1	1	1	0	//정상											
5	6	26	2	0	1	1	0	0	//정상											
6	0	13	3	1	0	0	0	2	//정상											
6	1	11	3	0	0	0	2	2	//정상											
6	2	16	2	0	0	0	1	1	//정상											
6	3	14	3	4	0	0	2	2	//정상											
6	4	31	3	1	2	0	2	2	//정상											
6	5	36	2	0	1	0	1	1	//정상											
6	6	20	2	0	1	0	1	0	//정상											
end																				
// 맵 구성 번호	단계	행 개수	열 개수																	
37	4	8	8																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	35	3	6	0	2	0	2	//정상											
0	1	7	2	0	0	1	1	1	//정상											
0	2	34	2	0	0	1	1	1	//정상											
0	3	21	3	4	0	0	2	2	//정상											
0	4	32	2	0	0	0	1	1	//정상											
0	5	7	2	0	0	0	1	1	//정상											
0	6	9	2	0	0	1	1	1	//정상											
0	7	14	2	0	0	1	1	0	//정상											
1	0	11	2	0	1	1	0	1	//정상											
1	1	18	2	0	1	0	1	0	//정상											
1	2	5	2	0	1	1	0	0	//정상											
1	3	23	2	0	0	1	0	1	//정상											
1	4	26	2	0	0	1	1	1	//정상											
1	5	35	2	0	0	1	1	1	//정상											
1	6	10	3	2	2	2	2	2	//정상											
1	7	26	3	4	2	2	2	0	//정상											
2	0	34	3	4	2	2	0	2	//정상											
2	1	15	2	0	0	1	1	0	//정상											
2	2	27	2	0	1	1	0	0	//정상											
2	3	19	2	0	1	1	0	0	//정상											
2	4	14	3	3	2	2	0	0	//정상											
2	5	24	2	0	1	1	0	0	//정상											
2	6	16	2	0	1	0	0	1	//정상											
2	7	32	3	2	2	2	2	0	//정상											
3	0	32	2	0	1	1	0	1	//정상											
3	1	20	3	3	2	2	2	0	//정상											
3	2	0	2	0	1	0	0	1	//정상											
3	3	7	3	4	2	2	2	2	//정상											
3	4	17	2	0	1	0	1	0	//정상											
3	5	12	2	0	1	1	0	1	//정상											
3	6	5	2	0	0	1	1	0	//정상											
3	7	14	2	0	1	1	0	0	//정상											
4	0	20	2	0	1	0	0	1	//정상											
4	1	3	3	3	2	2	2	2	//정상											
4	2	5	3	2	0	2	2	0	//정상											
4	3	32	2	0	1	0	0	1	//정상											
4	4	15	3	0	0	2	2	2	//정상											
4	5	28	3	4	2	2	2	2	//정상											
4	6	8	3	6	2	2	2	0	//정상											
4	7	29	2	0	1	1	0	0	//정상											
5	0	23	2	0	0	1	0	0	//정상											
5	1	36	2	0	1	0	0	1	//정상											
5	2	30	2	0	1	1	1	1	//정상											
5	3	20	3	6	0	0	2	0	//정상											
5	4	0	2	0	1	0	0	1	//정상											
5	5	9	3	0	2	0	2	2	//정상											
5	6	20	2	0	1	1	1	0	//정상											
5	7	30	2	0	1	1	0	0	//정상											
6	0	11	3	6	2	2	0	2	//정상											
6	1	25	1	0	0	1	1	1	//정상											
6	2	33	3	6	2	2	2	0	//정상											
6	3	5	4	3	0	1	0	0	//정상											
6	4	17	2	0	0	1	0	1	//정상											
6	5	34	2	0	0	1	1	1	//정상											
6	6	8	2	0	1	1	1	1	//정상											
6	7	18	3	2	2	2	2	0	//정상											
7	0	20	2	0	1	0	0	1	//정상											
7	1	31	3	5	2	0	2	2	//정상											
7	2	10	3	5	2	0	2	0	//정상											
7	3	16	2	0	1	0	0	1	//정상											
7	4	32	2	0	1	0	1	1	//정상											
7	5	31	3	0	2	0	2	0	//정상											
7	6	13	3	1	2	0	0	2	//정상											
7	7	2	3	1	2	0	2	0	//정상											
end																				
// 맵 구성 번호	단계	행 개수	열 개수																	
38	4	8	8																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	5	3	6	0	2	0	2	//정상											
0	1	16	2	0	0	1	1	1	//정상											
0	2	2	2	0	0	1	1	0	//정상											
0	3	0	3	3	0	2	0	2	//정상											
0	4	27	2	0	0	1	1	1	//정상											
0	5	5	2	0	0	0	1	1	//정상											
0	6	2	2	0	0	0	1	1	//정상											
0	7	18	2	0	0	1	1	0	//정상											
1	0	5	2	0	1	1	0	1	//정상											
1	1	19	2	0	1	0	1	0	//정상											
1	2	30	4	3	1	0	0	0	//정상											
1	3	23	3	5	2	2	0	2	//정상											
1	4	1	3	0	2	2	2	2	//정상											
1	5	5	2	0	0	0	1	1	//정상											
1	6	4	1	0	0	0	1	0	//정상											
1	7	1	2	0	1	1	0	0	//정상											
2	0	32	2	0	1	1	0	1	//정상											
2	1	27	3	6	0	0	2	0	//정상											
2	2	34	3	2	0	2	0	0	//정상											
2	3	28	3	5	2	0	0	2	//정상											
2	4	5	2	0	1	0	1	0	//정상											
2	5	10	3	5	0	0	0	2	//정상											
2	6	1	2	0	0	1	1	1	//정상											
2	7	22	3	2	2	2	2	0	//정상											
3	0	18	2	0	1	0	0	1	//정상											
3	1	27	2	0	0	1	1	0	//정상											
3	2	31	3	3	2	2	0	2	//정상											
3	3	29	2	0	0	1	1	1	//정상											
3	4	14	2	0	0	0	1	1	//정상											
3	5	11	2	0	0	1	1	0	//정상											
3	6	13	2	0	1	1	0	1	//정상											
3	7	35	3	2	2	0	2	0	//정상											
4	0	19	3	5	0	2	0	2	//정상											
4	1	15	2	0	1	1	1	0	//정상											
4	2	17	3	5	2	2	0	2	//정상											
4	3	28	2	0	1	1	1	0	//정상											
4	4	15	3	0	0	2	0	2	//정상											
4	5	31	2	0	1	1	1	0	//정상											
4	6	24	2	0	1	1	0	1	//정상											
4	7	12	2	0	0	1	1	0	//정상											
5	0	17	2	0	1	1	0	0	//정상											
5	1	0	2	0	1	1	0	0	//정상											
5	2	1	2	0	1	1	0	1	//정상											
5	3	9	3	1	2	2	2	0	//정상											
5	4	32	3	5	2	2	0	2	//정상											
5	5	12	3	3	2	2	2	0	//정상											
5	6	30	3	4	2	2	0	2	//정상											
5	7	29	3	0	2	2	2	0	//정상											
6	0	30	3	6	2	2	0	0	//정상											
6	1	25	2	0	1	0	0	1	//정상											
6	2	7	2	0	1	0	1	1	//정상											
6	3	21	2	0	1	0	1	0	//정상											
6	4	26	3	2	2	2	0	2	//정상											
6	5	28	2	0	1	1	1	0	//정상											
6	6	18	3	6	2	2	0	0	//정상											
6	7	14	2	0	1	1	0	0	//정상											
7	0	21	2	0	1	0	0	1	//정상											
7	1	8	2	0	0	0	1	1	//정상											
7	2	28	3	5	0	0	2	2	//정상											
7	3	29	2	0	0	0	1	1	//정상											
7	4	34	3	0	2	0	2	2	//정상											
7	5	32	2	0	1	0	1	1	//정상											
7	6	36	2	0	1	0	1	1	//정상											
7	7	31	2	0	1	0	1	0	//정상											
end																				
// 맵 구성 번호	단계	행 개수	열 개수																	
39	4	8	8																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	8	2	0	0	1	0	1	//정상											
0	1	29	2	0	0	0	1	1	//정상											
0	2	26	2	0	0	0	1	1	//정상											
0	3	16	3	6	0	2	2	2	//정상											
0	4	2	3	0	0	2	2	0	//정상											
0	5	8	2	0	0	1	0	1	//정상											
0	6	11	2	0	0	1	1	1	//정상											
0	7	23	2	0	0	1	1	0	//정상											
1	0	32	2	0	1	0	0	1	//정상											
1	1	12	1	0	0	1	1	1	//정상											
1	2	5	3	2	0	0	2	0	//정상											
1	3	12	2	0	1	1	0	1	//정상											
1	4	2	2	0	1	1	1	1	//정상											
1	5	2	2	0	1	0	1	0	//정상											
1	6	30	2	0	1	1	0	1	//정상											
1	7	12	3	4	2	2	2	0	//정상											
2	0	22	2	0	0	1	0	1	//정상											
2	1	7	3	2	2	2	2	0	//정상											
2	2	33	4	3	0	1	0	0	//정상											
2	3	7	3	1	2	0	0	0	//정상											
2	4	27	3	5	2	0	0	2	//정상											
2	5	18	3	3	0	2	2	2	//정상											
2	6	29	3	5	2	2	2	2	//정상											
2	7	22	3	5	2	0	2	0	//정상											
3	0	30	3	4	2	2	0	2	//정상											
3	1	3	2	0	1	1	1	0	//정상											
3	2	10	2	0	1	0	0	1	//정상											
3	3	36	2	0	0	0	1	1	//정상											
3	4	21	2	0	0	1	1	0	//정상											
3	5	37	2	0	1	1	0	1	//정상											
3	6	8	2	0	1	0	1	1	//정상											
3	7	18	2	0	0	1	1	0	//정상											
4	0	16	3	4	2	2	0	2	//정상											
4	1	27	3	4	2	0	2	2	//정상											
4	2	9	3	0	0	0	2	2	//정상											
4	3	33	2	0	0	0	1	0	//정상											
4	4	35	2	0	1	1	0	0	//정상											
4	5	19	3	4	2	2	0	2	//정상											
4	6	35	2	0	0	1	1	1	//정상											
4	7	7	2	0	1	1	1	0	//정상											
5	0	5	3	6	2	2	0	0	//정상											
5	1	13	2	0	0	1	0	1	//정상											
5	2	30	2	0	0	0	1	1	//정상											
5	3	33	2	0	0	0	1	1	//정상											
5	4	30	2	0	1	0	1	0	//정상											
5	5	35	3	6	2	2	0	2	//정상											
5	6	31	2	0	1	1	1	1	//정상											
5	7	7	2	0	1	1	1	0	//정상											
6	0	36	2	0	1	1	0	0	//정상											
6	1	24	3	0	2	2	0	2	//정상											
6	2	0	3	3	0	2	2	2	//정상											
6	3	36	2	0	0	1	1	1	//정상											
6	4	5	2	0	0	1	1	1	//정상											
6	5	15	3	2	2	2	2	2	//정상											
6	6	37	3	4	2	2	2	2	//정상											
6	7	6	3	1	2	2	2	0	//정상											
7	0	37	2	0	1	0	0	0	//정상											
7	1	4	2	0	1	0	0	1	//정상											
7	2	28	2	0	1	0	1	1	//정상											
7	3	11	3	0	2	0	2	2	//정상											
7	4	11	2	0	1	0	1	1	//정상											
7	5	8	2	0	1	0	1	1	//정상											
7	6	14	2	0	1	0	1	0	//정상											
7	7	20	3	5	2	0	0	0	//정상											
end																				
// 맵 구성 번호	단계	행 개수	열 개수																	
40	5	9	9																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	33	2	0	0	1	0	1	//정상											
0	1	20	3	4	0	2	2	0	//정상											
0	2	26	2	0	0	0	0	1	//정상											
0	3	23	3	3	0	2	2	2	//정상											
0	4	7	3	6	0	2	2	2	//정상											
0	5	29	2	0	0	0	1	1	//정상											
0	6	25	2	0	0	1	1	1	//정상											
0	7	14	3	6	0	2	2	2	//정상											
0	8	36	3	6	0	2	2	0	//정상											
1	0	0	3	0	2	2	0	2	//정상											
1	1	33	2	0	1	1	1	1	//정상											
1	2	9	2	0	0	1	1	0	//정상											
1	3	11	2	0	1	0	0	1	//정상											
1	4	12	3	3	2	2	2	2	//정상											
1	5	36	2	0	0	1	1	0	//정상											
1	6	2	2	0	1	0	0	1	//정상											
1	7	0	2	0	1	1	1	1	//정상											
1	8	19	3	4	2	2	2	0	//정상											
2	0	35	2	0	1	1	0	0	//정상											
2	1	13	2	0	1	1	0	0	//정상											
2	2	3	2	0	1	0	0	1	//정상											
2	3	32	2	0	0	1	1	0	//정상											
2	4	26	2	0	1	1	0	1	//정상											
2	5	5	2	0	1	0	1	1	//정상											
2	6	23	3	5	0	2	2	0	//정상											
2	7	17	2	0	1	0	0	1	//정상											
2	8	0	2	0	1	1	1	0	//정상											
3	0	8	3	1	2	2	0	0	//정상											
3	1	28	2	0	1	1	0	1	//정상											
3	2	2	3	4	0	2	2	0	//정상											
3	3	1	2	0	1	1	0	0	//정상											
3	4	34	2	0	1	1	0	1	//정상											
3	5	13	2	0	0	1	1	1	//정상											
3	6	22	2	0	1	0	1	0	//정상											
3	7	21	3	1	0	2	0	2	//정상											
3	8	37	2	0	1	1	1	0	//정상											
4	0	20	2	0	1	1	0	0	//정상											
4	1	0	3	3	2	2	0	2	//정상											
4	2	17	3	0	2	0	2	0	//정상											
4	3	14	4	4	1	0	0	0	//정상											
4	4	19	3	6	2	2	0	2	//정상											
4	5	32	1	0	1	1	1	1	//정상											
4	6	6	3	3	0	2	2	0	//정상											
4	7	1	2	0	1	1	0	1	//정상											
4	8	11	2	0	1	1	1	0	//정상											
5	0	20	2	0	1	1	0	1	//정상											
5	1	31	2	0	1	0	1	0	//정상											
5	2	8	3	0	0	2	0	2	//정상											
5	3	18	3	4	0	2	2	2	//정상											
5	4	29	2	0	1	0	1	1	//정상											
5	5	35	3	4	2	0	2	2	//정상											
5	6	25	3	3	2	0	2	2	//정상											
5	7	10	3	1	2	2	2	2	//정상											
5	8	36	3	0	2	2	2	0	//정상											
6	0	9	2	0	1	1	0	0	//정상											
6	1	37	3	2	0	0	0	2	//정상											
6	2	10	3	6	2	0	2	2	//정상											
6	3	27	2	0	1	0	1	0	//정상											
6	4	31	2	0	0	1	0	1	//정상											
6	5	25	2	0	0	1	1	0	//정상											
6	6	15	3	1	0	2	0	2	//정상											
6	7	14	2	0	1	0	1	1	//정상											
6	8	25	2	0	1	1	1	0	//정상											
7	0	16	2	0	1	1	0	1	//정상											
7	1	25	2	0	0	0	1	1	//정상											
7	2	25	2	0	0	0	1	1	//정상											
7	3	24	2	0	0	0	1	1	//정상											
7	4	26	2	0	1	0	1	0	//정상											
7	5	6	2	0	1	1	0	0	//정상											
7	6	4	2	0	1	1	0	0	//정상											
7	7	8	3	0	0	2	0	2	//정상											
7	8	13	2	0	1	1	1	0	//정상											
8	0	19	3	0	2	0	0	2	//정상											
8	1	19	3	5	0	0	2	2	//정상											
8	2	21	2	0	0	0	1	1	//정상											
8	3	17	3	0	0	0	2	2	//정상											
8	4	30	2	0	0	0	1	1	//정상											
8	5	12	2	0	1	0	1	1	//정상											
8	6	22	3	4	2	0	2	2	//정상											
8	7	2	2	0	1	0	1	1	//정상											
8	8	11	2	0	1	0	1	0	//정상											
end																				
// 맵 구성 번호	단계	행 개수	열 개수																	
41	5	9	9																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	34	3	6	0	2	0	2	//정상											
0	1	17	3	6	0	0	2	2	//정상											
